Unique Index, Index, restlegth, isforbidden(bool), source vertex, target vertex
1329,403,0.638621,0,164,534
1330,403,0.638621,0,165,534
1331,30,0.0346379,0,60,535
1332,30,0.0346379,0,471,535
1333,1333,1.09737,0,536,537
1334,30,0.0692757,0,4,536
1335,30,0.0692757,0,164,536
1336,3,0.119112,1,441,537
1337,3,0.119112,1,443,537
1338,1338,1.12689,0,538,539
1339,30,0.0692758,0,60,538
1340,30,0.0692757,0,164,538
1341,3,0.323482,1,441,539
1342,3,0.204588,1,469,539
1343,1343,0.930519,0,540,541
1344,19,0.0603697,0,2,540
1345,19,0.0603697,0,165,540
1346,10,0.0868929,1,201,541
1347,10,0,1,481,541
1348,1348,0.171763,0,542,543
1349,19,0.0603696,0,96,542
1350,19,0.0603698,0,165,542
1351,17,0.0245,0,194,543
1352,17,0.0245,0,269,543
1353,1353,0.276015,0,544,545
1354,25,0.0084473,0,16,544
1355,25,0.26574,0,166,544
1356,25,0.104004,0,72,545
1357,25,0.104005,0,236,545
1358,1358,0.30672,0,546,547
1359,158,0.280845,0,66,546
1360,158,0.280845,0,168,546
1361,158,0.140423,0,168,547
1362,158,0.140423,0,435,547
1363,1363,0.539849,0,548,549
1364,18,0.0652514,0,18,548
1365,18,0.0652513,0,169,548
1366,10,0.0336679,1,11,549
1367,10,0.274898,1,492,549
1368,1368,0.344841,0,550,551
1369,418,0.252419,0,170,550
1370,418,0.252419,0,171,550
1371,4,0.299336,1,13,551
1372,4,0,1,484,551
1373,1373,0.536821,0,552,553
1374,123,0.213477,0,53,552
1375,123,0.213477,0,170,552
1376,33,0.0418528,0,133,553
1377,33,0.0418529,0,185,553
1378,1378,0.297218,0,554,555
1379,25,0.0582918,0,13,554
1380,25,0.0582918,0,171,554
1381,4,0.299336,1,13,555
1382,4,0,1,551,555
1383,1383,0.0581494,0,556,557
1384,25,0.0582919,0,53,556
1385,25,0.0582918,0,171,556
1386,418,0.126209,0,171,557
1387,418,0.126209,0,550,557
1388,1388,0.269442,0,558,559
1389,423,0.424074,0,172,558
1390,423,0.314871,0,173,558
1391,11,-nan(ind),1,173,559
1392,11,-nan(ind),1,421,559
1393,1393,3.12675,0,560,561
1394,27,0.0897666,0,32,560
1395,27,0.0897664,0,172,560
1396,448,0.207838,0,182,561
1397,448,0.207838,0,183,561
1398,1,0,0,562,563
1399,11,0.129486,1,14,562
1400,11,0.122768,1,173,562
1401,12,0.137327,1,73,563
1402,12,0.137327,1,389,563
1403,1403,0.301754,0,564,565
1404,428,0.371235,0,174,564
1405,428,0.371235,0,175,564
1406,4,1.13137,1,484,565
1407,4,1.13137,1,551,565
1408,1408,0.599153,0,566,567
1409,33,0.0937874,0,20,566
1410,33,0.0937874,0,174,566
1411,10,-nan(ind),1,175,567
1412,10,-nan(ind),1,459,567
1413,1413,0.192669,0,568,569
1414,10,0,1,31,568
1415,10,0.166643,1,175,568
1416,68,0.0682565,0,81,569
1417,68,0.0682565,0,216,569
1418,1418,0.168671,0,570,571
1419,433,0.279412,0,176,570
1420,433,0.279412,0,177,570
1421,20,0.0912355,0,3,571
1422,20,0.0912355,0,177,571
1423,1423,0.101227,0,572,573
1424,17,0.049,0,17,572
1425,17,0.049,0,176,572
1426,488,0.0938207,0,198,573
1427,488,0.0938206,0,199,573
1428,1428,0.607859,0,574,575
1429,163,0.355214,0,68,574
1430,163,0.355214,0,178,574
1431,163,0.355214,0,69,575
1432,163,0.355214,0,178,575
1433,1433,1.1504,0,576,577
1434,27,0.0897665,0,4,576
1435,27,0.0897665,0,179,576
1436,438,0.459664,0,178,577
1437,438,0.459664,0,203,577
1438,1438,0.263842,0,578,579
1439,27,0.0897664,0,64,578
1440,27,0.0897664,0,179,578
1441,153,0.127307,0,64,579
1442,153,0.127307,0,420,579
1443,1443,0.832545,0,580,581
1444,18,0.0652512,0,2,580
1445,18,0.0652514,0,180,580
1446,10,-nan(ind),1,481,581
1447,10,-nan(ind),1,541,581
1448,1448,0.730033,0,582,583
1449,18,0.0652514,0,58,582
1450,18,0.0652514,0,180,582
1451,10,-nan(ind),1,481,583
1452,10,-nan(ind),1,581,583
1453,1453,0.693275,0,584,585
1454,15,0.0595106,0,34,584
1455,15,0.0595108,0,181,584
1456,7,2.26274,1,107,585
1457,7,2.26274,1,295,585
1458,1458,0.761944,0,586,587
1459,15,0.0595109,0,70,586
1460,15,0.0595107,0,181,586
1461,7,0.0493847,1,295,587
1462,7,0.0349203,1,517,587
1463,1463,0.530407,0,588,589
1464,173,0.252067,0,72,588
1465,173,0.252067,0,182,588
1466,4,0.897458,1,15,589
1467,4,0.600982,1,484,589
1468,1468,0.265204,0,590,591
1469,173,0.252067,0,73,590
1470,173,0.252067,0,182,590
1471,173,0.126034,0,182,591
1472,173,0.126034,0,588,591
1473,1,0,0,592,593
1474,12,0.52534,1,69,592
1475,12,0.26267,1,183,592
1476,12,0.137327,1,73,593
1477,12,0,1,563,593
1478,1478,0.707556,0,594,595
1479,25,0.104004,0,72,594
1480,25,0.104004,0,184,594
1481,2,1.04264,1,13,595
1482,2,0,1,377,595
1483,1483,0.250732,0,596,597
1484,33,0.0418529,0,16,596
1485,33,0.0418529,0,185,596
1486,25,0.0520022,0,72,597
1487,25,0.0520022,0,545,597
1488,1488,0.618113,0,598,599
1489,458,0.218312,0,186,598
1490,458,0.751176,0,187,598
1491,9,0,1,187,599
1492,9,0.41065,1,501,599
1493,1493,0.610802,0,600,601
1494,14,0.0774961,0,66,600
1495,14,0.0774961,0,186,600
1496,683,0.500142,0,276,601
1497,683,0.482669,0,277,601
1498,1498,0.242735,0,602,603
1499,463,0.0879571,0,188,602
1500,463,0.087957,0,189,602
1501,1063,0.37505,0,428,603
1502,1063,0.37505,0,429,603
1503,1503,0.0874361,0,604,605
1504,53,0.1164,0,25,604
1505,53,0.1164,0,188,604
1506,9,0.150901,1,213,605
1507,9,0.108816,1,501,605
1508,1508,1.7289,0,606,607
1509,468,0.617482,0,190,606
1510,468,0.617482,0,191,606
1511,21,0.241194,0,8,607
1512,21,0.241194,0,474,607
1513,1513,0.204948,0,608,609
1514,168,0.25672,0,70,608
1515,168,0.25672,0,190,608
1516,468,0.308741,0,190,609
1517,468,0.308741,0,606,609
1518,1518,0.203731,0,610,611
1519,168,0.25672,0,71,610
1520,168,0.25672,0,190,610
1521,7,0,1,71,611
1522,7,0.111478,1,361,611
1523,1523,0.0399809,0,612,613
1524,14,0.0205039,0,66,612
1525,14,0.0205039,0,191,612
1526,913,0.219202,0,368,613
1527,913,0.14875,0,369,613
1528,1528,0.389461,0,614,615
1529,473,0.168813,0,192,614
1530,473,1.57633,0,193,614
1531,8,1.13099,1,11,615
1532,8,0.757366,1,486,615
1533,1533,1.42911,0,616,617
1534,23,0.308872,0,3,616
1535,23,0.308872,0,192,616
1536,21,0.0740322,0,148,617
1537,21,0.0740322,0,434,617
1538,1538,0.18719,0,618,619
1539,18,0.0652514,0,11,618
1540,18,0.0652514,0,193,618
1541,8,0.123403,1,11,619
1542,8,1.00758,1,615,619
1543,1543,0.115677,0,620,621
1544,478,0.327994,0,194,620
1545,478,0.327994,0,195,620
1546,17,0.0245,0,35,621
1547,17,0.0245,0,304,621
1548,1548,0.235951,0,622,623
1549,17,0.049,0,62,622
1550,17,0.0489999,0,194,622
1551,19,0.0603697,0,6,623
1552,19,0.0603697,0,249,623
1553,1553,0.373255,0,624,625
1554,24,0.0182831,0,3,624
1555,24,0.0182832,0,195,624
1556,33,0.0242293,0,132,625
1557,33,0.0242293,0,382,625
1558,1558,0.824131,0,626,627
1559,24,0.0182831,0,131,626
1560,24,0.0182831,0,195,626
1561,558,0.27558,0,227,627
1562,558,0.466398,0,403,627
1563,1563,0.432834,0,628,629
1564,483,0.47404,0,196,628
1565,483,0.47404,0,197,628
1566,4,0.0886054,1,15,629
1567,4,0.808853,1,589,629
1568,1568,1.96848,0,630,631
1569,32,0.159059,0,6,630
1570,32,0.159059,0,196,630
1571,26,0.0631661,0,94,631
1572,26,0.0631661,0,367,631
1573,1,0,0,632,633
1574,5,0.264885,1,29,632
1575,5,0.187302,1,197,632
1576,4,-nan(ind),1,551,633
1577,4,-nan(ind),1,555,633
1578,1578,0.296344,0,634,635
1579,17,0.049,0,17,634
1580,17,0.049,0,198,634
1581,1418,0.0843356,0,570,635
1582,1418,0.0843356,0,571,635
1583,1583,0.610545,0,636,637
1584,17,0.0490001,0,35,636
1585,17,0.049,0,198,636
1586,663,0.264878,0,268,637
1587,663,0.264878,0,269,637
1588,1588,0.391573,0,638,639
1589,17,0.0245,0,62,638
1590,17,0.0245,0,199,638
1591,78,0.191652,0,99,639
1592,78,0.191652,0,296,639
1593,1593,0.172817,0,640,641
1594,493,0.201344,0,200,640
1595,493,0.201345,0,201,640
1596,10,-nan(ind),1,581,641
1597,10,-nan(ind),1,583,641
1598,1598,0.247107,0,642,643
1599,32,0.159059,0,15,642
1600,32,0.159059,0,200,642
1601,4,0.300491,1,484,643
1602,4,0.300491,1,589,643
1603,1603,0.251596,0,644,645
1604,10,0.0245689,1,15,644
1605,10,0,1,201,644
1606,493,0.100672,0,200,645
1607,493,0.100672,0,640,645
1608,1608,1.85989,0,646,647
1609,498,0.966317,0,202,646
1610,498,0.966317,0,203,646
1611,163,0.177607,0,178,647
1612,163,0.177607,0,575,647
1613,1613,0.983571,0,648,649
1614,27,0.0897663,0,14,648
1615,27,0.0897665,0,202,648
1616,27,0.0448832,0,172,649
1617,27,0.0448833,0,560,649
1618,1618,1.15766,0,650,651
1619,438,0.459664,0,179,650
1620,438,0.459664,0,203,650
1621,27,0.0897664,0,76,651
1622,27,0.0897665,0,218,651
1623,1623,0.175099,0,652,653
1624,503,0.190834,0,204,652
1625,503,0.190834,0,205,652
1626,7,-nan(ind),1,63,653
1627,7,-nan(ind),1,205,653
1628,1628,0.290175,0,654,655
1629,148,0.230829,0,62,654
1630,148,0.230829,0,204,654
1631,503,0.0954169,0,204,655
1632,503,0.0954168,0,652,655
1633,1633,0.583357,0,656,657
1634,148,0.230829,0,63,656
1635,148,0.230829,0,204,656
1636,17,0.0245,0,62,657
1637,17,0.0245,0,622,657
1638,1638,0.0627457,0,658,659
1639,508,0.399891,0,206,658
1640,508,0.244878,0,207,658
1641,208,0.271338,0,87,659
1642,208,0.426509,0,232,659
1643,1643,0.359126,0,660,661
1644,83,0.143758,0,78,660
1645,83,0.143758,0,206,660
1646,83,0.137818,0,37,661
1647,83,0.137818,0,208,661
1648,1648,0.268472,0,662,663
1649,10,-nan(ind),1,79,662
1650,10,-nan(ind),1,207,662
1651,188,0.118673,0,78,663
1652,188,0.118673,0,209,663
1653,1653,0.0563965,0,664,665
1654,83,0.137818,0,78,664
1655,83,0.137818,0,208,664
1656,188,0.0593365,0,78,665
1657,188,0.0593365,0,663,665
1658,1658,0.0955312,0,666,667
1659,188,0.118673,0,79,666
1660,188,0.118673,0,209,666
1661,10,-nan(ind),1,79,667
1662,10,-nan(ind),1,502,667
1663,1663,0.226706,0,668,669
1664,518,0.331242,0,210,668
1665,518,0.270458,0,211,668
1666,10,-nan(ind),1,153,669
1667,10,-nan(ind),1,455,669
1668,1668,0.355682,0,670,671
1669,193,0.199405,0,80,670
1670,193,0.199405,0,210,670
1671,68,0.182939,0,81,671
1672,68,0.250131,0,224,671
1673,1673,0.267965,0,672,673
1674,193,0.165202,0,81,672
1675,193,0.233609,0,210,672
1676,193,0.0997026,0,210,673
1677,193,0.0997027,0,670,673
1678,1,0,0,674,675
1679,10,-nan(ind),1,87,674
1680,10,-nan(ind),1,211,674
1681,10,-nan(ind),1,87,675
1682,10,-nan(ind),1,363,675
1683,1,0,0,676,677
1684,10,-nan(ind),1,207,676
1685,10,-nan(ind),1,211,676
1686,10,-nan(ind),1,211,677
1687,10,-nan(ind),1,674,677
1688,1688,0.15167,0,678,679
1689,523,0.169707,0,212,678
1690,523,0.169707,0,213,678
1691,9,0.929633,1,41,679
1692,9,0,1,213,679
1693,1693,1.04037,0,680,681
1694,23,0.128232,0,9,680
1695,23,0.128232,0,212,680
1696,23,0.077218,0,192,681
1697,23,0.0772181,0,495,681
1698,1698,0.332416,0,682,683
1699,23,0.190494,0,74,682
1700,23,0.190494,0,212,682
1701,23,0.154436,0,74,683
1702,23,0.154436,0,493,683
1703,1703,0.787983,0,684,685
1704,528,0.586223,0,214,684
1705,528,0.586223,0,215,684
1706,18,0.0326257,0,193,685
1707,18,0.0326257,0,618,685
1708,1708,1.15687,0,686,687
1709,29,0.0988539,0,43,686
1710,29,0.0988539,0,214,686
1711,68,0.0341282,0,81,687
1712,68,0.0341282,0,569,687
1713,1713,0.398939,0,688,689
1714,18,0.0326257,0,83,688
1715,18,0.0326258,0,215,688
1716,10,0.0336679,1,11,689
1717,10,0,1,549,689
1718,1718,1.05673,0,690,691
1719,18,0.0326257,0,169,690
1720,18,0.0326257,0,215,690
1721,33,0.0242292,0,17,691
1722,33,0.0242292,0,382,691
1723,1723,0.761319,0,692,693
1724,533,0.789165,0,216,692
1725,533,0.54864,0,217,692
1726,10,0.0617553,1,31,693
1727,10,0.0756345,1,481,693
1728,1728,0.0730937,0,694,695
1729,68,0.0682565,0,31,694
1730,68,0.0682565,0,216,694
1731,10,-nan(ind),1,31,695
1732,10,-nan(ind),1,568,695
1733,1733,0.726098,0,696,697
1734,32,0.0795295,0,75,696
1735,32,0.0795294,0,217,696
1736,12,0.0568826,1,389,697
1737,12,0.0804442,1,563,697
1738,1738,0.796934,0,698,699
1739,32,0.0795295,0,196,698
1740,32,0.0795295,0,217,698
1741,12,0.0568826,1,389,699
1742,12,0,1,697,699
