Unique Index, Index, restlegth, isforbidden(bool), source vertex, target vertex
68,68,4.53832,0,30,31
69,9,6.54664,1,22,30
70,9,1.96484,1,24,30
71,21,9.0401,0,1,31
72,21,9.68929,0,8,31
73,73,3.89207,0,32,33
74,9,0,1,24,32
75,9,1.96484,1,30,32
76,53,4.32269,0,24,33
77,53,4.32269,0,25,33
78,78,7.89135,0,34,35
79,22,4.16434,0,1,34
80,22,4.16434,0,5,34
81,30,5.54206,0,4,35
82,30,5.54206,0,6,35
83,83,27.7113,0,36,37
84,21,4.84464,0,8,36
85,21,4.84464,0,31,36
86,63,3.72746,0,28,37
87,63,3.72746,0,29,37
88,88,3.89859,0,38,39
89,11,11.1933,1,10,38
90,11,7.54007,1,14,38
91,26,6.43533,0,12,39
92,26,3.67124,0,27,39
93,93,5.54484,0,40,41
94,32,6.36236,0,6,40
95,32,6.36236,0,15,40
96,29,3.11612,0,6,41
97,29,3.11612,0,19,41
98,98,7.38343,0,42,43
99,9,0.982418,1,30,42
100,9,0.982418,1,32,42
101,21,4.52005,0,1,43
102,21,4.52005,0,31,43
103,103,25.0109,0,44,45
104,38,5.68109,0,18,44
105,38,5.68109,0,19,44
106,27,7.18132,0,4,45
107,27,7.18131,0,14,45
108,108,9.95262,0,46,47
109,15,3.58002,0,0,46
110,15,3.58002,0,29,46
111,83,13.8556,0,36,47
112,83,13.8556,0,37,47
113,113,8.2345,0,48,49
114,103,12.5054,0,44,48
115,103,12.5054,0,45,48
116,29,1.55806,0,19,49
117,29,1.55806,0,41,49
118,118,8.05437,0,50,51
119,8,4.60823,1,9,50
120,8,3.00209,1,20,50
121,21,2.26003,0,1,51
122,21,2.26003,0,43,51
123,123,10.3009,0,52,53
124,83,7.16529,0,36,52
125,83,6.69036,0,47,52
126,14,3.92,0,0,53
127,14,3.92,0,1,53
128,128,3.2156,0,54,55
129,6,23.1796,1,8,54
130,6,7.22036,1,9,54
131,23,6.51215,0,9,55
132,23,2.85255,0,21,55
133,133,11.4523,0,56,57
134,8,1.20393,1,20,56
135,8,1.79816,1,50,56
136,29,1.55806,0,6,57
137,29,1.55806,0,41,57
138,138,9.57176,0,58,59
139,31,1.34072,0,5,58
140,31,1.34072,0,26,58
141,16,4.16434,0,0,59
142,16,4.16434,0,4,59
143,143,6.2502,0,60,61
144,138,4.78588,0,58,60
145,138,4.78588,0,59,60
146,31,1.34072,0,17,61
147,31,1.34072,0,26,61
148,148,2.84268,0,62,63
149,138,2.39294,0,58,62
150,138,2.39294,0,60,62
151,28,3.92,0,4,63
152,28,3.92,0,5,63
153,153,1.67927,0,64,65
154,1,0,1,8,64
155,1,30.4,1,12,64
156,21,1.50246,0,8,65
157,21,3.34219,0,36,65
158,158,15.8329,0,66,67
159,27,3.59066,0,14,66
160,27,3.59066,0,45,66
161,28,1.96,0,5,67
162,28,1.96,0,63,67
163,163,3.54521,0,68,69
164,31,0.670358,0,17,68
165,31,0.670358,0,61,68
166,143,3.1251,0,60,69
167,143,3.1251,0,61,69
168,168,22.0859,0,70,71
169,158,7.91644,0,66,70
170,158,7.91644,0,67,70
171,21,2.42232,0,31,71
172,21,2.42232,0,36,71
173,173,5.51484,0,72,73
174,7,3.63334,1,10,72
175,7,3.80789,1,28,72
176,158,1.11574,0,66,73
177,158,6.8007,0,70,73
178,178,8.8578,0,74,75
179,8,0.474921,1,20,74
180,8,0.729008,1,56,74
181,14,1.96,0,1,75
182,14,1.96,0,53,75
183,183,3.27161,0,76,77
184,9,0.982418,1,30,76
185,9,0,1,42,76
186,98,3.69172,0,42,77
187,98,3.69172,0,43,77
188,188,3.77314,0,78,79
189,31,0.670358,0,26,78
190,31,0.670358,0,61,78
191,22,2.08217,0,5,79
192,22,2.08217,0,34,79
193,193,8.34594,0,80,81
194,9,0.380614,1,32,80
195,9,0.601804,1,42,80
196,13,4,0,0,81
197,13,4,0,2,81
198,198,7.06166,0,82,83
199,8,3.73954,1,9,82
200,8,0.868692,1,50,82
201,21,1.13001,0,43,83
202,21,1.13001,0,51,83
203,203,5.24163,0,84,85
204,2,10.2143,1,9,84
205,2,8.18565,1,13,84
206,32,3.18118,0,15,85
207,32,3.18118,0,40,85
208,208,6.90611,0,86,87
209,18,5.22011,0,2,86
210,18,5.22011,0,11,86
211,19,2.41479,0,2,87
212,19,2.41479,0,6,87
213,213,0.399175,0,88,89
214,1,-nan(ind),1,8,88
215,1,-nan(ind),1,64,88
216,153,0.37265,0,64,89
217,153,1.30662,0,65,89
218,218,4.73032,0,90,91
219,163,1.7726,0,68,90
220,163,1.7726,0,69,90
221,31,2.68143,0,7,91
222,31,2.68143,0,17,91
223,223,0.917533,0,92,93
224,8,2.60485,1,9,92
225,8,1.13468,1,82,92
226,21,0.751229,0,8,93
227,21,0.751228,0,65,93
228,228,10.1357,0,94,95
229,13,2,0,0,94
230,13,2,0,81,94
231,18,2.75158,0,11,95
232,18,2.46853,0,86,95
233,233,9.28679,0,96,97
234,5,23.9854,1,12,96
235,5,0,1,18,96
236,103,4.49297,0,44,97
237,103,8.01247,0,48,97
238,238,2.14691,0,98,99
239,1,-nan(ind),1,8,98
240,1,-nan(ind),1,88,98
241,15,2.36168,0,10,99
242,15,2.36168,0,23,99
243,243,13.5547,0,100,101
244,83,3.34518,0,47,100
245,83,3.34518,0,52,100
246,21,3.13306,0,36,101
247,21,0.20913,0,65,101
248,248,8.20882,0,102,103
249,168,11.0429,0,70,102
250,168,11.0429,0,71,102
251,21,1.95345,0,31,103
252,21,2.56661,0,43,103
253,253,10.2458,0,104,105
254,1,13.9158,1,12,104
255,1,16.4842,1,64,104
256,28,0.98,0,63,105
257,28,0.98,0,67,105
258,258,12.2327,0,106,107
259,103,6.25272,0,45,106
260,103,6.25272,0,48,106
261,27,1.79533,0,14,107
262,27,1.79533,0,66,107
263,263,2.47458,0,108,109
264,25,2.26607,0,7,108
265,25,2.26607,0,16,108
266,33,4.2869,0,16,109
267,33,4.2869,0,17,109
268,268,7.8247,0,110,111
269,63,1.86373,0,29,110
270,63,1.86373,0,37,110
271,108,4.97631,0,46,111
272,108,4.97631,0,47,111
273,273,22.8997,0,112,113
274,21,1.56653,0,36,112
275,21,1.56653,0,101,112
276,26,1.83562,0,27,113
277,26,1.83562,0,39,113
278,278,8.78399,0,114,115
279,17,3.92,0,2,114
