[{-0.058670,-2.413289,2.289987};{0.771979,3.232880,-0.946150}]
[{0.104439,-0.558565,0.786047};{0.352386,-2.277636,1.509751}]
[{-0.745470,-1.084644,2.641601};{-0.786479,-1.713582,0.526256}]
[{-0.745470,-1.084644,2.641601};{-0.086151,0.206625,0.929670}]
[{0.896686,-2.780346,0.849903};{-0.516832,-0.587567,1.914352}]
[{0.896686,-2.780346,0.849903};{0.662308,-1.765936,0.607542}]
[{0.730638,0.797037,-0.324317};{-0.086151,0.206625,0.929670}]
[{1.721771,0.520570,0.459876};{-0.755853,-2.331888,0.312843}]
[{-0.126818,-2.430677,0.562917};{-0.755853,-2.331888,0.312843}]
[{-0.141259,-1.183250,2.041371};{-0.516832,-0.587567,1.914352}]
[{0.738117,-1.076556,0.009510};{0.559281,-0.441589,0.014673}]
[{0.705157,-1.528283,0.048962};{0.738117,-1.076556,0.009510}]
[{0.635597,2.785570,-0.227596};{0.489386,2.010599,0.041498}]
[{0.391380,1.511546,0.222153};{0.260334,1.084472,0.409717}]
[{0.391380,1.511546,0.222153};{0.489386,2.010599,0.041498}]
[{0.266709,1.321989,0.427738};{0.536255,0.560800,0.295048}]
[{0.266709,1.321989,0.427738};{0.489386,2.010599,0.041498}]
[{0.368826,0.560521,2.013440};{-0.086151,0.206625,0.929670}]
[{-0.407565,-2.818924,1.192818};{-0.464331,-1.246046,0.185062}]
[{-0.464331,-1.246046,0.185062};{-0.786479,-1.713582,0.526256}]
[{-0.464331,-1.246046,0.185062};{0.145350,-1.455491,0.291056}]
[{-0.407565,-2.818924,1.192818};{-1.033161,-1.753780,1.295141}]
[{1.145981,5.509551,2.242252};{0.863130,3.716068,1.935571}]
[{0.670340,3.440585,0.821714};{1.033685,1.028953,-1.286268}]
[{0.670340,3.440585,0.821714};{0.863130,3.716068,1.935571}]
[{0.670340,3.440585,0.821714};{0.635597,2.785570,-0.227596}]
[{0.430603,0.571086,1.836529};{0.554360,0.127542,2.196768}]
[{0.332552,0.261910,1.963053};{0.560175,0.268568,2.134467}]
[{0.243800,-0.635343,2.178812};{0.083114,-1.171843,0.423314}]
[{0.083114,-1.171843,0.423314};{0.554360,0.127542,2.196768}]
[{0.243800,-0.635343,2.178812};{0.560175,0.268568,2.134467}]
[{0.625417,-0.760574,0.122385};{0.568927,-0.514640,0.197372}]
[{0.568927,-0.514640,0.197372};{0.559281,-0.441589,0.014673}]
[{0.568927,-0.514640,0.197372};{0.478366,-0.341452,0.150370}]
[{0.625417,-0.760574,0.122385};{0.399579,-0.604350,0.343482}]
[{0.625417,-0.760574,0.122385};{0.738117,-1.076556,0.009510}]
[{-0.724107,-1.195717,1.306411};{0.149917,-0.856486,0.243372}]
[{0.149917,-0.856486,0.243372};{0.104439,-0.558565,0.786047}]
[{0.149917,-0.856486,0.243372};{0.559281,-0.441589,0.014673}]
[{1.036387,0.727744,-0.946942};{1.381840,0.948847,-1.030028}]
[{1.381840,0.948847,-1.030028};{1.373031,0.625230,-1.075780}]
[{1.036387,0.727744,-0.946942};{1.033685,1.028953,-1.286268}]
[{1.597807,-1.372503,-1.850673};{1.497485,-1.399485,-1.745880}]
[{0.249904,1.277124,-1.237066};{0.848657,1.615696,-0.946709}]
[{1.215417,-1.889881,-1.518407};{1.497485,-1.399485,-1.745880}]
[{1.215417,-1.889881,-1.518407};{1.312848,-2.384317,-1.767250}]
[{0.118538,-1.675044,0.201437};{0.056169,-1.417512,0.296022}]
[{0.118538,-1.675044,0.201437};{0.145350,-1.455491,0.291056}]
[{1.706265,-1.622969,-1.850855};{1.597807,-1.372503,-1.850673}]
[{0.530649,-2.037411,-0.704029};{0.980312,-1.529018,0.602962}]
[{0.980312,-1.529018,0.602962};{0.614412,-1.247029,0.503335}]
