[{4.000000,-8.000000,26.000000};{-7.000000,-3.300000,16.000000}]
[{-7.823255,-4.466102,2.741854};{-11.000000,-5.000000,-5.000000}]
[{-0.183509,9.242548,-9.037492};{0.000000,11.000000,-12.000000}]
[{1.221749,-6.442480,16.358208};{4.000000,-8.000000,26.000000}]
[{-1.309164,-5.741697,13.758059};{-5.013364,-4.295836,13.882356}]
[{-5.013364,-4.295836,13.882356};{-7.000000,-3.300000,16.000000}]
[{-1.309164,-5.741697,13.758059};{1.221749,-6.442480,16.358208}]
[{-1.315374,-1.754109,1.883251};{0.051876,-5.042038,-1.144378}]
[{-1.315374,-1.754109,1.883251};{-1.809906,-1.872415,5.659436}]
[{-0.913541,6.128380,-7.243294};{0.000000,11.000000,-12.000000}]
[{-1.842009,-1.242152,10.187595};{-1.868748,-1.836944,9.457145}]
[{-5.815659,-5.026567,4.462907};{-6.010123,-4.973677,4.229519}]
[{0.979126,-4.849502,17.657139};{4.000000,-8.000000,26.000000}]
[{-2.911237,-3.389393,14.592139};{-3.221275,-3.065311,13.744519}]
[{2.759040,-11.254608,-4.717664};{3.365137,-12.250664,-4.279937}]
[{2.759040,-11.254608,-4.717664};{1.367853,-8.141985,-3.172442}]
[{2.759040,-11.254608,-4.717664};{4.000000,-14.000000,-6.000000}]
[{-1.164855,-3.800191,15.118184};{-1.974529,-2.812680,12.105520}]
[{-1.164855,-3.800191,15.118184};{-2.911237,-3.389393,14.592139}]
[{-1.164855,-3.800191,15.118184};{0.979126,-4.849502,17.657139}]
[{-1.517330,0.162230,-0.603129};{-1.315374,-1.754109,1.883251}]
[{-5.763149,-3.146150,10.701888};{-7.086269,-4.194591,5.006194}]
[{-7.086269,-4.194591,5.006194};{-7.823255,-4.466102,2.741854}]
[{-0.859690,0.581359,9.812493};{-1.211339,0.387981,10.072468}]
[{-1.211339,0.387981,10.072468};{-0.732099,0.908734,9.795053}]
[{-1.120676,6.543337,-6.536197};{-1.848367,3.428451,-4.613234}]
[{-1.848367,3.428451,-4.613234};{-2.792636,0.773713,-1.947708}]
[{-1.848367,3.428451,-4.613234};{-0.913541,6.128380,-7.243294}]
[{-1.855982,-2.042748,7.836789};{-1.908352,-2.329818,9.935837}]
[{-1.908352,-2.329818,9.935837};{-1.974529,-2.812680,12.105520}]
[{-1.855982,-2.042748,7.836789};{-1.809906,-1.872415,5.659436}]
[{0.853861,-5.478917,8.560257};{1.221749,-6.442480,16.358208}]
[{0.853861,-5.478917,8.560257};{0.581602,-7.018187,4.426405}]
[{-0.217361,-0.494273,-3.044503};{0.174116,-4.374721,-2.274175}]
[{-0.217361,-0.494273,-3.044503};{-0.169846,-1.600783,-2.234362}]
[{-5.654193,-5.181747,3.862404};{-5.820796,-5.110751,3.845798}]
[{-5.820796,-5.110751,3.845798};{-6.010123,-4.973677,4.229519}]
[{-5.820796,-5.110751,3.845798};{-5.585141,-5.264074,3.491655}]
[{-5.654193,-5.181747,3.862404};{-5.585141,-5.264074,3.491655}]
[{-5.654193,-5.181747,3.862404};{-5.815659,-5.026567,4.462907}]
[{0.406511,2.238188,9.163639};{1.706455,3.979683,8.510838}]
[{-0.748967,0.410159,9.662013};{-0.859690,0.581359,9.812493}]
[{-4.231571,-4.928319,10.815287};{-3.257626,-5.382006,10.101889}]
[{0.542554,8.092278,-4.349288};{-1.978771,3.907396,-4.249046}]
[{0.542554,8.092278,-4.349288};{-0.183509,9.242548,-9.037492}]
