[{0.707145,-1.935004,2.621280};{0.785751,3.172780,-1.384580}]
[{0.649029,-2.133961,1.351186};{0.707145,-1.935004,2.621280}]
[{0.388506,-0.411433,0.615199};{0.649029,-2.133961,1.351186}]
[{-0.754160,-1.503772,2.128258};{-0.925937,-2.692552,0.417143}]
[{-0.754160,-1.503772,2.128258};{0.399704,0.362565,0.942720}]
[{0.643550,-2.707448,0.604259};{0.653974,-0.273281,2.117482}]
[{0.643550,-2.707448,0.604259};{0.570228,-1.698567,0.361865}]
[{0.809845,0.839989,-0.537737};{0.399704,0.362565,0.942720}]
[{1.899268,0.522198,0.006453};{-0.551781,-2.342726,0.322485}]
[{-0.381552,-2.896893,0.712182};{-0.551781,-2.342726,0.322485}]
[{0.738725,-1.002605,2.339893};{0.653974,-0.273281,2.117482}]
[{0.738725,-1.002605,2.339893};{0.707145,-1.935004,2.621280}]
[{0.579154,-0.288306,0.311132};{0.399704,0.362565,0.942720}]
[{1.052263,-1.098919,-0.360932};{1.081248,-0.457755,-0.209068}]
[{1.042774,-1.542189,-0.453941};{1.052263,-1.098919,-0.360932}]
[{0.841334,2.785503,-0.519603};{0.749849,2.029340,-0.198074}]
[{0.687980,1.546327,0.012330};{0.601681,1.164300,0.266120}]
[{0.687980,1.546327,0.012330};{0.749849,2.029340,-0.198074}]
[{0.582452,1.337771,0.214740};{0.782949,0.566935,0.016616}]
[{0.582452,1.337771,0.214740};{0.749849,2.029340,-0.198074}]
[{1.080477,0.562735,1.974080};{0.399704,0.362565,0.942720}]
[{-0.531576,-3.673762,1.187339};{-0.522624,-2.061154,0.260764}]
[{-0.522624,-2.061154,0.260764};{-0.925937,-2.692552,0.417143}]
[{-0.522624,-2.061154,0.260764};{-0.024695,-1.520411,0.208231}]
[{-0.531576,-3.673762,1.187339};{-1.359776,-2.811578,1.405500}]
[{1.704654,6.138641,1.959716};{1.501547,4.036047,1.597483}]
[{1.120961,3.521377,0.532441};{1.123213,0.951153,-1.419172}]
[{1.120961,3.521377,0.532441};{1.501547,4.036047,1.597483}]
[{1.120961,3.521377,0.532441};{0.841334,2.785503,-0.519603}]
[{1.333825,0.367202,1.650446};{0.805006,0.268539,1.886648}]
[{1.124431,0.232526,1.892258};{0.869015,0.308894,1.801781}]
[{0.823196,-0.637142,1.952242};{0.275347,-1.223165,0.291243}]
[{0.275347,-1.223165,0.291243};{0.805006,0.268539,1.886648}]
[{0.823196,-0.637142,1.952242};{0.869015,0.308894,1.801781}]
[{1.037174,-0.762348,-0.255077};{0.922194,-0.554215,-0.138624}]
[{0.922194,-0.554215,-0.138624};{1.081248,-0.457755,-0.209068}]
[{0.922194,-0.554215,-0.138624};{0.809805,-0.423279,-0.033058}]
[{1.037174,-0.762348,-0.255077};{0.704399,-0.777143,-0.151406}]
[{1.037174,-0.762348,-0.255077};{1.052263,-1.098919,-0.360932}]
[{-0.378726,-0.854628,1.106730};{0.567622,-0.667865,0.075119}]
[{0.567622,-0.667865,0.075119};{0.388506,-0.411433,0.615199}]
[{0.567622,-0.667865,0.075119};{1.081248,-0.457755,-0.209068}]
[{1.294487,0.662140,-1.111567};{1.611628,0.888557,-1.294415}]
[{1.611628,0.888557,-1.294415};{1.625648,0.563898,-1.293093}]
[{1.294487,0.662140,-1.111567};{1.123213,0.951153,-1.419172}]
[{1.823060,-1.540188,-2.165026};{1.710205,-1.611615,-2.061893}]
[{0.319403,1.296215,-1.484212};{0.928730,1.588969,-1.166617}]
[{1.841182,0.530039,-1.277940};{1.913773,0.707281,-1.740155}]
[{1.415908,-2.159991,-1.833085};{1.710205,-1.611615,-2.061893}]
[{1.415908,-2.159991,-1.833085};{1.556318,-2.703940,-2.122764}]
[{0.112753,-1.660482,0.067043};{0.101974,-1.358185,0.162919}]
[{0.112753,-1.660482,0.067043};{-0.024695,-1.520411,0.208231}]
[{1.949993,-1.768908,-2.234771};{1.823060,-1.540188,-2.165026}]
[{0.632423,-2.173871,-0.914286};{1.159699,-1.427028,0.223484}]
[{1.159699,-1.427028,0.223484};{0.727669,-1.205603,0.235171}]
[{-0.178779,-0.626844,0.854702};{-0.378726,-0.854628,1.106730}]
[{-0.095541,-0.744855,0.859354};{0.275347,-1.223165,0.291243}]
[{-0.095541,-0.744855,0.859354};{0.260498,-0.033673,0.506312}]
[{-0.693206,-3.233002,1.076003};{-0.531576,-3.673762,1.187339}]
[{-0.693206,-3.233002,1.076003};{-0.381552,-2.896893,0.712182}]
[{2.148433,-1.486021,-2.353089};{2.328917,-1.343804,-2.448236}]
[{-1.403125,-2.860683,1.642508};{-1.580241,-2.686807,1.995995}]
[{1.301156,0.527878,-0.975854};{1.294487,0.662140,-1.111567}]
[{0.653644,0.064350,0.374040};{0.809805,-0.423279,-0.033058}]
[{0.653644,0.064350,0.374040};{0.399704,0.362565,0.942720}]
[{2.448461,-1.190153,-2.642861};{2.479769,-1.248421,-2.522670}]
