Unique Index, Index, restlegth, isforbidden(bool), source vertex, target vertex
926,12,0,1,182,368
927,927,1.12776,0,369,370
928,297,5.71175,0,117,369
929,297,5.71175,0,118,369
930,812,6.43604,0,323,370
931,812,6.43604,0,324,370
932,932,2.46673,0,371,372
933,6,0.444719,0,49,371
934,6,0.444719,0,132,371
935,12,3.30209,1,5,372
936,12,0,1,368,372
937,937,3.27468,0,373,374
938,67,0.431865,0,25,373
939,67,0.663924,0,129,373
940,327,2.71025,0,129,374
941,327,2.71025,0,160,374
942,942,2.35075,0,375,376
943,6,0.889438,0,31,375
944,6,0.889438,0,131,375
945,15,-nan(ind),1,32,376
946,15,-nan(ind),1,170,376
947,947,3.02396,0,377,378
948,6,0.889438,0,13,377
949,6,0.889438,0,131,377
950,12,-nan(ind),1,182,378
951,12,-nan(ind),1,368,378
952,952,1.07561,0,379,380
953,6,0.272639,0,31,379
954,6,0.616799,0,132,379
955,317,0.300598,0,126,380
956,317,0.360088,0,355,380
957,957,0.315665,0,381,382
958,62,0.881426,0,23,381
959,62,0.881427,0,134,381
960,522,0.440521,0,207,382
961,522,0.440522,0,208,382
962,962,0.355914,0,383,384
963,122,0.471,0,48,383
964,122,3.10556,0,135,383
965,18,-nan(ind),1,48,384
966,18,-nan(ind),1,136,384
967,967,2.72207,0,385,386
968,347,0.814538,0,137,385
969,347,0.814538,0,138,385
970,32,0.152787,0,37,386
971,32,0.152786,0,229,386
972,972,0.450552,0,387,388
973,122,1.01748,0,47,387
974,122,1.01748,0,135,387
975,7,1.42256,0,47,388
976,7,1.42256,0,312,388
977,977,0.740779,0,389,390
978,97,0.898624,0,38,389
979,97,0.898624,0,137,389
980,24,-nan(ind),1,38,390
981,24,-nan(ind),1,174,390
982,982,13.1555,0,391,392
983,4,1.44927,0,51,391
984,4,1.44927,0,127,391
985,4,0.875217,0,3,392
986,4,0.875217,0,205,392
987,987,0.974848,0,393,394
988,8,0.158005,0,35,393
989,8,0.158005,0,133,393
990,8,0.158005,0,7,394
991,8,0.158005,0,133,394
992,992,2.71854,0,395,396
993,132,2.92701,0,51,395
994,132,2.92701,0,139,395
995,4,0.437609,0,51,396
996,4,0.437609,0,212,396
997,997,8.37623,0,397,398
998,132,3.84245,0,52,397
999,132,2.01157,0,139,397
1000,4,0.437609,0,140,398
1001,4,0.437608,0,220,398
1002,1002,13.3801,0,399,400
1003,342,1.56389,0,135,399
1004,342,1.56389,0,136,399
1005,8,0.0395013,0,177,400
1006,8,0.0395013,0,338,400
1007,1007,4.26536,0,401,402
1008,357,5.07506,0,141,401
1009,357,5.07506,0,142,401
1010,24,-nan(ind),1,142,402
1011,24,-nan(ind),1,192,402
1012,1012,3.27337,0,403,404
1013,352,3.34441,0,139,403
1014,352,3.34441,0,140,403
1015,4,0.218804,0,140,404
1016,4,0.218804,0,398,404
1017,1017,2.31112,0,405,406
1018,97,0.898625,0,37,405
1019,97,0.898624,0,137,405
1020,24,-nan(ind),1,174,406
1021,24,-nan(ind),1,390,406
1022,1022,2.82284,0,407,408
1023,8,0.63202,0,19,407
1024,8,0.632021,0,143,407
1025,647,1.14988,0,257,408
1026,647,1.14988,0,258,408
1027,1027,0.347394,0,409,410
1028,367,2.06753,0,145,409
1029,367,2.06753,0,146,409
1030,62,0.440713,0,57,410
1031,62,0.440714,0,336,410
1032,1032,5.07093,0,411,412
1033,142,4.2911,0,56,411
1034,142,4.2911,0,141,411
1035,24,-nan(ind),1,192,412
1036,24,-nan(ind),1,402,412
1037,1037,0.713246,0,413,414
1038,147,0.755478,0,58,413
1039,147,0.755479,0,145,413
1040,20,-nan(ind),1,24,414
1041,20,-nan(ind),1,58,414
1042,1042,0.979629,0,415,416
1043,337,0.707587,0,133,415
1044,337,0.707587,0,146,415
1045,337,0.353794,0,146,416
1046,337,0.353794,0,208,416
1047,1047,1.19073,0,417,418
1048,162,0.693093,0,63,417
1049,162,0.693093,0,144,417
1050,52,0.894929,0,63,418
1051,52,0.894929,0,156,418
1052,1052,4.36343,0,419,420
1053,162,0.693093,0,64,419
1054,162,0.693093,0,144,419
1055,24,-nan(ind),1,16,420
1056,24,-nan(ind),1,20,420
1057,1057,2.02781,0,421,422
1058,147,0.755478,0,57,421
1059,147,0.755478,0,145,421
1060,20,-nan(ind),1,24,422
1061,20,-nan(ind),1,414,422
1062,1062,0.832017,0,423,424
1063,372,1.39524,0,147,423
1064,372,1.39524,0,148,423
1065,77,0.917298,0,30,424
1066,77,0.917298,0,147,424
1067,1067,0.886649,0,425,426
1068,362,1.0558,0,143,425
1069,362,1.0558,0,144,425
1070,52,0.89493,0,19,426
1071,52,0.894929,0,155,426
1072,1072,1.10737,0,427,428
1073,77,0.917298,0,53,427
1074,77,0.917298,0,147,427
1075,137,1.98095,0,53,428
1076,137,1.98095,0,148,428
1077,1077,1.56361,0,429,430
1078,137,1.98095,0,54,429
1079,137,1.98095,0,148,429
1080,22,-nan(ind),1,54,430
1081,22,-nan(ind),1,252,430
1082,1082,10.6192,0,431,432
1083,382,0.496036,0,151,431
1084,382,6.03517,0,152,431
1085,22,4.19297,1,4,432
1086,22,0,1,60,432
1087,1087,2.6374,0,433,434
1088,1,0.810438,0,34,433
1089,1,0.810438,0,149,433
1090,9,3.34925,1,0,434
1091,9,16.35,1,222,434
1092,1092,0.582474,0,435,436
1093,377,1.27785,0,149,435
1094,377,1.27784,0,150,435
1095,247,1.5273,0,98,436
1096,247,1.5273,0,273,436
1097,1097,7.22188,0,437,438
1098,152,2.88571,0,60,437
1099,152,2.88571,0,152,437
1100,382,5.19908,0,152,438
1101,382,0.836094,0,431,438
1102,1102,15.7862,0,439,440
1103,1,0.810439,0,61,439
1104,1,0.810438,0,149,439
1105,417,7.04053,0,165,440
1106,417,0.881118,0,316,440
1107,1107,6.28916,0,441,442
1108,8,0.31601,0,43,441
1109,8,0.31601,0,153,441
1110,20,-nan(ind),1,154,442
1111,20,-nan(ind),1,302,442
1112,1112,13.7851,0,0,8
1113,1113,11.9102,0,1,8
1114,1114,14.9632,0,2,8
1115,1115,14.0035,0,3,8
1116,1116,12.083,0,4,8
1117,1117,12.3864,0,5,8
1118,1118,13.2785,0,6,8
1119,1119,10.1123,0,7,8
1120,1120,22.8215,1,0,2
1121,1121,19.3135,1,0,6
1122,1122,17.5514,1,2,6
1123,1123,17.617,1,0,5
1124,1124,9.71841,1,5,6
1125,1125,22.1109,1,0,1
1126,1126,11.8307,1,1,5
1127,1127,18.1598,1,1,6
1128,1128,13.1365,1,1,7
1129,1129,17.0098,1,6,7
1130,1130,17.6044,1,1,3
1131,1131,18.4292,1,3,7
1132,1132,7.49567,1,3,4
1133,1133,16.1266,1,4,7
1134,1134,17.9407,1,2,4
1135,1135,14.0431,1,2,7
1136,1136,16.5661,1,0,4
1137,1137,17.8184,1,0,3
1138,1138,30.4,1,8,12
1139,1139,18.4,1,9,13
1140,1140,33.5812,1,12,14
1141,1141,17.9778,1,13,15
1142,1142,32.6827,1,12,13
1143,1143,30.4,1,8,9
1144,1144,40.616,1,8,10
1145,1145,26.315,1,9,11
1146,1146,18.1872,1,10,11
1147,1147,15.7175,1,11,15
1148,1148,18.7334,1,10,14
1149,1149,34.8603,1,14,15
1150,1150,8,0,0,2
1151,1151,7.84,0,0,1
1152,1152,19.0434,0,0,10
1153,1153,8.32869,0,0,4
1154,1154,7.84,0,2,3
1155,1155,10.4402,0,2,11
1156,1156,4.82958,0,2,6
1157,1157,8,0,1,3
1158,1158,18.7294,0,1,8
1159,1159,8.32869,0,1,5
1160,1160,18.7294,0,3,9
1161,1161,5.8506,0,3,7
1162,1162,16.6407,0,7,13
1163,1163,20.2131,0,5,12
1164,1164,14.3626,0,4,14
1165,1165,7.84,0,4,5
1166,1166,7.90831,0,6,7
1167,1167,11.0841,0,4,6
1168,1168,10.7257,0,5,7
1169,1169,12.7247,0,6,15
