index, isfixed(bool), pos.x,pos.y,pos.z
298,0,-2.03574,1.46783,0.300469
299,0,-1.70374,1.31852,0.425146
300,0,1.80709,0.147475,-1.33175
301,0,1.66088,1.16481,-0.944328
302,0,1.73525,-1.02998,-1.71384
303,0,1.11788,-1.16459,-1.62796
304,0,1.6479,1.25021,-0.422038
305,0,1.66371,1.18276,-0.847616
306,0,0.239607,-1.12425,0.850977
307,0,0.536922,-1.35188,1.06553
308,0,0.121496,-0.497424,0.973496
309,0,-0.659266,-0.97419,0.345618
310,0,-3.27748,-1.08807,-0.981412
311,1,-3.5,-1.095,-1
312,0,-2.84038,-0.966759,-0.783889
313,0,-3.26725,-0.979971,-0.865759
314,0,1.82792,1.61656,2.17311
315,0,1.72206,1.17644,2.00048
316,0,1.50223,1.32049,1.8011
317,0,1.61649,0.987176,1.75608
318,0,1.85445,2.0326,2.40548
319,0,2.02369,2.2063,2.53473
320,0,-3.40202,2.80699,-2.87573
321,0,-2.35419,1.61089,0.1003
322,0,-2.92019,2.34937,-2.54713
323,0,-3.33596,2.74752,-2.86517
324,0,0.408214,1.76213,2.72055
325,1,0.5,1.905,3
326,0,0.169388,1.39316,2.08699
327,0,0.382038,1.71697,2.68286
328,0,0.00641754,-1.47301,-2.20999
329,0,2.50136,-1.46675,-2.42391
330,0,-1.25455,0.906033,-2.29006
331,0,0.939822,-0.575139,-2.29472
332,0,1.47053,-1.98194,-0.791474
333,0,1.35232,-1.14888,0.573959
334,0,1.40019,-0.908532,-1.1455
335,0,-1.68296,1.042,-0.511328
336,0,1.37266,-1.11478,-0.411898
337,0,1.35269,-1.16687,0.0970229
338,0,1.41105,-2.09139,1.57482
339,0,1.45525,-2.02164,1.53138
340,0,1.54368,-2.28223,1.67738
341,0,1.49729,-2.74033,1.91924
342,0,1.48517,-2.45509,1.77206
343,0,1.4937,-2.71578,1.90799
344,0,1.15644,-1.51628,1.22401
345,0,3.31288,2.70677,-2.74355
346,0,1.64146,1.66614,2.60515
347,0,1.65766,0.963215,1.87521
348,0,1.97558,1.97384,2.44851
349,0,2.06953,2.2669,2.57742
350,0,-0.100431,0.913911,1.44035
351,0,-0.105899,1.13106,1.67384
352,0,0.659107,1.01491,1.45518
353,0,-0.8443,-1.11155,0.614154
354,0,-0.803302,0.931209,1.27659
355,0,-0.5414,0.535196,1.31624
356,0,-0.551917,1.01694,1.42313
357,0,-0.342772,1.08141,1.55979
358,0,0.660889,-1.1899,-0.624876
359,0,-0.810587,-1.2003,0.719302
360,0,0.807211,-1.2972,0.134925
361,0,0.0508371,-1.37762,0.563908
362,0,1.33013,-1.0205,-1.50934
363,0,-1.19469,-1.25899,-1.54472
364,0,1.50385,-2.85993,1.97669
365,1,1.5,-2.905,2
366,0,1.4879,-2.85413,1.97635
367,0,1.50372,-2.78421,1.93804
368,0,2.68973,-0.0739595,-1.755
369,0,1.51555,-0.90972,-1.32418
370,0,1.90459,-0.302698,-1.65935
371,0,3.43273,2.82732,-2.9075
372,0,-1.44642,-1.24385,-1.10726
373,0,1.04592,-1.14707,-1.54657
374,0,-1.27358,-1.33076,-0.358299
375,0,-1.09604,-1.33094,0.0343804
376,0,-1.54896,-2.29422,1.48138
377,0,-0.877798,-1.26327,0.86956
378,0,-1.5503,-2.48884,1.61424
379,0,-1.52673,-2.16969,0.884089
380,0,-2.68428,-0.906345,-0.0955843
381,0,-2.72056,-0.9443,-0.694793
382,0,-1.65109,-0.559918,0.3264
383,0,-2.30451,-0.775059,0.0516849
384,0,1.54449,-2.08827,0.40577
385,0,2.17578,-2.62544,1.85612
386,0,-0.355961,0.996321,2.28569
387,0,-1.02009,1.02076,1.34578
388,0,-3.28941,-1.1488,-1.9861
389,1,-3.5,-1.095,-2
390,0,-2.79666,-1.2481,-1.90494
391,0,-3.25305,-1.12395,-1.94354
392,0,-1.77594,0.0945059,-1.42655
393,0,-1.61733,1.11349,-1.36776
394,0,-2.29981,-1.24296,-1.7314
395,0,-2.02126,-1.17181,-1.6088
396,0,1.3583,1.07926,2.38305
397,1,1.5,0.905,3
398,0,1.03609,1.20483,1.57353
399,0,-0.202616,1.05494,1.97196
400,0,0.439566,-2.75007,1.04654
401,1,0.5,-2.905,1
402,0,0.301314,-2.39011,1.15295
403,0,-0.00240613,-1.61667,1.70026
404,0,-0.315518,-1.5692,1.02786
405,0,-0.0764725,-1.49377,1.0036
406,0,-0.0642237,-1.44804,1.0011
407,0,0.512465,-0.589091,1.25964
408,0,-0.795109,-1.69444,1.09636
409,0,0.146386,-1.44884,1.0484
410,0,-0.00429956,0.539671,1.39872
411,0,0.291329,1.01732,1.53549
412,0,-0.705559,-0.53928,1.01384
413,0,-0.740862,0.661942,1.25232
414,0,0.0959281,1.0998,1.6478
415,0,-0.229581,0.304703,1.31611
416,0,0.580692,0.531585,2.2398
417,0,0.576513,-0.264965,1.36869
418,0,0.587386,0.162098,1.4222
419,0,0.17659,0.847385,1.46193
420,0,-1.0264,0.203279,0.758428
421,0,-1.11246,-0.0989285,0.790408
422,0,-1.69125,0.297977,-1.05351
423,0,-1.55206,0.861957,-0.338488
424,0,-1.80233,1.10811,-1.24459
425,0,-1.75017,0.700682,-1.13326
426,0,-1.67355,-0.844459,-1.32212
427,0,-1.56849,-1.18638,-1.27711
428,0,-1.46327,-2.08522,1.25793
429,0,-2.02828,-1.8522,-0.412027
430,0,-1.26523,-1.8834,1.14483
431,0,-1.32875,-1.81195,0.939095
432,0,-1.09765,0.351094,0.816166
433,0,-1.98545,-0.59989,0.219267
434,0,-1.08184,0.514294,0.899902
435,0,-1.21663,-0.774356,0.85944
436,0,-2.59788,1.10557,0.0552249
437,0,-2.40923,2.74101,2.85343
438,0,-1.60707,1.02833,-0.211261
439,0,1.32086,-0.941998,-0.958564
440,0,0.331029,-0.887966,0.979369
441,0,0.717712,-0.873913,1.16602
442,0,-0.562613,-0.360251,0.779948
443,0,0.047476,-0.727048,0.897005
444,0,0.266429,-0.511821,1.08627
445,0,0.341868,0.475645,1.44312
446,0,0.863991,-1.3213,1.13582
447,0,0.867057,-1.18372,1.15846
448,0,0.732878,-1.33173,1.11121
449,0,0.25659,-2.12246,1.05832
450,0,1.6227,1.91499,2.48015
451,0,3.31371,2.7331,-2.71459
452,0,1.5134,1.64737,1.94465
453,0,2.11588,1.36633,0.0752219
454,0,1.37903,-2.20087,0.964933
455,1,1.5,-2.905,1
456,0,1.07991,-1.39751,1.04477
457,0,1.28438,-1.78834,0.959914
458,0,-3.11939,-1.89575,-2.64881
459,0,2.23792,-1.61782,-2.51996
460,0,-1.27,-1.47026,0.402859
461,0,-2.40282,-1.2827,-1.77456
462,0,-1.48283,0.983789,0.175272
463,0,-1.42588,1.13968,0.479151
464,0,-1.24359,0.580362,0.440732
465,0,-1.64,-0.115098,-1.00212
466,0,-1.55431,1.1285,0.210473
467,0,-1.48264,1.13714,0.322226
468,0,1.55613,-2.60156,1.93071
469,1,1.5,-2.905,2
470,0,0.317435,-0.707555,1.78114
471,0,1.84861,-2.34209,1.8073
472,0,-1.09718,0.911226,0.989205
473,0,-0.992287,0.863994,1.12572
474,0,-1.07624,0.968481,1.04057
475,0,-1.28534,1.01624,0.770436
476,0,-1.31828,1.08587,0.712925
477,0,-1.42433,1.14476,0.52482
478,0,-1.95192,1.28533,-1.31029
479,0,-1.80392,1.1087,-0.981483
480,0,-1.97431,1.40749,-1.56493
481,0,-1.62261,1.44071,-1.2688
482,0,-1.75862,1.07848,-0.786251
483,0,-1.78446,0.97129,-0.430596
484,0,1.96443,2.19555,2.4847
485,0,1.64122,1.80974,2.14908
486,0,2.39224,2.74677,2.89698
487,0,1.80219,1.71243,2.45886
